title,creator,date,description,subject,location,latitude,longitude,source,objectid,type,format,language,rights,rightsstatement,reference_url,filename
Osmanlı Sisteminin Temel Özellikleri,Digital Ottoman Studies,2018,Osmanlı Sisteminin Temel Özellikleri,Konferans,"İstanbul,Küçükçekmece;Avrasya Bir Vakfı",40.98997722,28.77099519,Avrasya Bir Vakfı,mg-171,Görüntü,image/jpg,tr,https://www.youtube.com/watch?v=fzMn9O6jIKs,,https://digitalottomans.github.io/demo/item.html?id=171,mg-171.jpg
Osmanlıda Kayıt ve Yazışmanın Önemi,Digital Ottoman Studies,2004,Osmanlıda Kayıt ve Yazışmanın Önemi,Konferans;Devlet;Bürokrasi;Kayıt ve Yazışma,"Ankara,Yeni Mahalle;Nüfus ve Vatandaşlık İşleri Genel Müdürlüğü",39.96639637,32.78420745,Nüfus ve Vatandaşlık İşleri Genel Müdürlüğü,mg-172,Görüntü,image/jpg,tr,https://www.nvi.gov.tr,,https://digitalottomans.github.io/demo/item.html?id=172,mg-172.jpg
Osmanlı İmparatorluğunda Devlet ve Ekonomi Arasındaki İlişkiler,Digital Ottoman Studies,1996-01-11,Osmanlı İmparatorluğunda Devlet ve Ekonomi Arasındaki İlişkiler,Konferans;İktisat;Devlet,"Ankara,Çankaya;Fransız Kültür Merkezi",39.92373943,32.85356582,Fransız Kültür Merkezi,mg-173,Görüntü,image/jpg,tr,https://www.ifturquie.org,,https://digitalottomans.github.io/demo/item.html?id=173,mg-173.jpg
Türkiye Cumhuriyeti’nin 75. Yılından Osmanlı Tarihine Bakış,Digital Ottoman Studies,1998-11,Türkiye Cumhuriyeti’nin 75. Yılından Osmanlı Tarihine Bakış,Konferans;Tarihçilik;Ülkeler;Türkiye,Erzurum,39.90842999,41.2703797,,mg-174,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=174,mg-174.jpg
Osmanlı İktisadi Sistem ve Vakıflar,Digital Ottoman Studies,2019-05-08,Osmanlı İktisadi Sistem ve Vakıflar,Konferans;İktisat;İktisadi Sistem;Toplum;Vakıflar,"Sakarya,Serdivan;Sakarya Üniversitesi;SASGEM",40.74227682,30.33280611,"Sakarya Üniversitesi, Akademik ve Sosyal Gelişim Merkezi SASGEM",mg-175,Görüntü,image/jpg,tr,https://haber.sakarya.edu.tr/osmanli-iktisadi-sistemi-ve-vakiflar-h89685.html,,https://digitalottomans.github.io/demo/item.html?id=175,mg-175.jpg
Açılış Konferansı,Digital Ottoman Studies,2015-10-14,Açılış Konferansı,Konferans,Sakarya;OSARK,40.74227682,30.33280611,Uluslararası Osmanlı Araştırmaları Kongresi,mg-176,Görüntü,image/jpg,tr,http://osark2015.osmanliarastirmalari.org,,https://digitalottomans.github.io/demo/item.html?id=176,mg-176.jpg
Osmanlı’da Sosyal Adalet,Digital Ottoman Studies,2013,Osmanlı’da Sosyal Adalet,Konferans;Devlet;Yönetim;Sosyal Adalet,"Kocaeli,İzmit;İzmit Belediyesi",40.76483666,29.92988385,İzmit Belediyesi,mg-177,Görüntü,image/jpg,tr,https://www.izmit.bel.tr,,https://digitalottomans.github.io/demo/item.html?id=177,mg-177.jpg
Some Thoughts on the İltizam System,Digital Ottoman Studies,1995-07,Some Thoughts on the İltizam System,Konferans;İktisat;Maliye;Vergi;İltizam Sistemi,"Almanya,Heidelberg;Heidelberg Üniversitesi",49.41923167,8.67030435,"Heidelberg Universitesi, VII. International Kongress Für Turkische Wirtschafts und Sozialgeschichte (1071-1921)",mg-178,Görüntü,image/jpg,eng,https://www.uni-heidelberg.de/en,,https://digitalottomans.github.io/demo/item.html?id=178,mg-178.jpg
18. Yüzyıl Osmanlı Ekonomisinin Temel Eğilimleri,Digital Ottoman Studies,1998-05-05,18. Yüzyıl Osmanlı Ekonomisinin Temel Eğilimleri,Konferans;İktisat;Yüzyıllar;18.Yy,"İstanbul,Beyoğlu;Orient-Institut",41.03070714,28.98592071,"The Ottoman Eighteenth Century, Orient-Institut Der Deutshen Morgenländischen Gesselschaft",mg-179,Görüntü,image/jpg,tr,https://www.dmg-web.de/page/home_de,,https://digitalottomans.github.io/demo/item.html?id=179,mg-179.jpg
Ottoman State and Economy in the Age of Reforms: Continuity and Change,Digital Ottoman Studies,1996-06,Ottoman State and Economy in the Age of Reforms: Continuity and Change,Konferans;İktisat;Devlet;Reform,"ABD,Madison;University of Wisconsin-Madison,",43.07654494,-89.41246604,"University of Wisconsin-Madison, A Conference on the Ottomen State, Modernism and the Euro-Islamic Synthesis: Revisionist Approach",mg-180,Görüntü,image/jpg,eng,https://www.wisc.edu,,https://digitalottomans.github.io/demo/item.html?id=180,mg-180.jpg
The Impact of the State on Capital Accumulation in the Ottoman Empire Before the 19th Century,Digital Ottoman Studies,2008-12-03,The Impact of the State on Capital Accumulation in the Ottoman Empire Before the 19th Century,Konferans;İktisat;Devlet;Dönemler;Modern;Yüzyıllar;19.Yy,"Hollanda,Leiden;Leiden University",52.15730595,4.485238371,"Leiden University Turkish Studies, Faculty of Arts, Finance, Capital and State in the Ottoman Empire",mg-181,Görüntü,image/jpg,eng,https://www.universiteitleiden.nl/en,,https://digitalottomans.github.io/demo/item.html?id=181,mg-181.jpg
İktisat Tarihimizde Bursa’nın Yeri,Digital Ottoman Studies,2013-05-07,İktisat Tarihimizde Bursa’nın Yeri,Konferans;İktisat;Şehirler;Bursa,"Bursa,Nilüfer;Uludağ Üniversitesi",40.23540085,28.88388089,Uludağ Üniversitesi,mg-182,Görüntü,image/jpg,tr,https://www.uludag.edu.tr,,https://digitalottomans.github.io/demo/item.html?id=182,mg-182.jpg
"Klasik Osmanlı Sisteminde Kâr, Faiz ve Kredi İlişkilerinin Özel Sermaye Birikimine Etkileri",Digital Ottoman Studies,2013-02-27,"Klasik Osmanlı Sisteminde Kâr, Faiz ve Kredi İlişkilerinin Özel Sermaye Birikimine Etkileri",Konferans;İktisat;Sermaye;Dönemler;Klasik,"Antalya,Konyaaltı;Akdeniz Üniversitesi",36.89471365,30.65534228,Akdeniz Üniversitesi,mg-183,Görüntü,image/jpg,tr,https://www.akdeniz.edu.tr,,https://digitalottomans.github.io/demo/item.html?id=183,mg-183.jpg
Osmanlı Mali Sisteminde Tuz ve Tuzlaların Mahiyeti,Digital Ottoman Studies,2013-05-01,Osmanlı Mali Sisteminde Tuz ve Tuzlaların Mahiyeti,Konferans;İktisat;Maliye;Tuz,Kayseri,38.7349967,35.48875629,,mg-184,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=184,mg-184.jpg
Osmanlı Ekonomisinde Özel Sermaye Birikimi Karşısında Devletin Tutumu,Digital Ottoman Studies,2010-04-20,Osmanlı Ekonomisinde Özel Sermaye Birikimi Karşısında Devletin Tutumu,"Konferans;İktisat,Sermaye","Kayseri,Talas;Erciyes Üniversitesi",38.71020995,35.53367055,Erciyes Üniversitesi,mg-185,Görüntü,image/jpg,tr,https://www.erciyes.edu.tr,,https://digitalottomans.github.io/demo/item.html?id=185,mg-185.jpg
Erol Güngör Hakkında,Digital Ottoman Studies,2010-04-26,Erol Güngör Hakkında,Konferans;Kişiler;Erol Güngör,"Eskişehir,Odunpazarı;Eskişehir Osmangazi Üniversitesi",39.75161957,30.48995742,Eskişehir Osmangazi Üniversitesi,mg-186,Görüntü,image/jpg,tr,https://www.ogu.edu.tr,,https://digitalottomans.github.io/demo/item.html?id=186,mg-186.jpg
Osmanlı Devleti ve Ekonomi,Digital Ottoman Studies,2004-04-26,Osmanlı Devleti ve Ekonomi,Konferans;İktisat;Devlet,"Eskişehir,Odunpazarı;Eskişehir Osmangazi Üniversitesi",39.75161957,30.48995742,Eskişehir Osmangazi Üniversitesi,mg-187,Görüntü,image/jpg,tr,https://www.ogu.edu.tr,,https://digitalottomans.github.io/demo/item.html?id=187,mg-187.jpg
Osmanlı’da Ekonomik Yapı ve Devlet,Digital Ottoman Studies,2007-11-06,Osmanlı’da Ekonomik Yapı ve Devlet,Konferans;İktisat;İktisadi Yapı;Devlet,"Eskişehir,Odunpazarı;Eskişehir Osmangazi Üniversitesi",39.75161957,30.48995742,Eskişehir Osmangazi Üniversitesi,mg-188,Görüntü,image/jpg,tr,https://www.ogu.edu.tr,,https://digitalottomans.github.io/demo/item.html?id=188,mg-188.jpg
Silk Road and the Middle East Economy in History,Digital Ottoman Studies,1997-06-29,Silk Road and the Middle East Economy in History,Konferans;Ticaret;İpek Yolu;Bölgeler;Orta Doğu,"Japonya,Yamagata;Yamagata University ",38.24650074,140.3492651,Yamagata University,mg-189,Görüntü,image/jpg,eng,https://www.yamagata-u.ac.jp/en/,,https://digitalottomans.github.io/demo/item.html?id=189,mg-189.jpg
The Black Sea Economic Cooperation in its Historical Perspective,Digital Ottoman Studies,1997-06-29,The Black Sea Economic Cooperation in its Historical Perspective,Konferans;İktisat;Bölgeler;Karadeniz,"Japonya,Yamagata;Yamagata University ",38.24650074,140.3492651,Yamagata University,mg-190,Görüntü,image/jpg,eng,https://www.yamagata-u.ac.jp/en/,,https://digitalottomans.github.io/demo/item.html?id=190,mg-190.jpg
State and Economy in the Ottoman Empire,Digital Ottoman Studies,1997-06-29,State and Economy in the Ottoman Empire,Konferans;İktisat;Devlet,"Japonya,Yamagata;Yamagata University ",38.24650074,140.3492651,Yamagata University,mg-191,Görüntü,image/jpg,eng,https://www.yamagata-u.ac.jp/en/,,https://digitalottomans.github.io/demo/item.html?id=191,mg-191.jpg
Silk Road and the Middle East Economy in History,Digital Ottoman Studies,1997-06-29,Silk Road and the Middle East Economy in History,Konferans;Ticaret;İpek Yolu;Bölgeler;Orta Doğu,"Japonya,Tokyo;Tokyo University",35.71273844,139.762107,Tokyo University,mg-192,Görüntü,image/jpg,eng,https://www.u-tokyo.ac.jp/en/,,https://digitalottomans.github.io/demo/item.html?id=192,mg-192.jpg
The Black Sea Economic Cooperation in its Historical Perspective,Digital Ottoman Studies,1997-06-29,The Black Sea Economic Cooperation in its Historical Perspective,Konferans;İktisat;Bölgeler;Karadeniz,"Japonya,Tokyo;Tokyo University",35.71273844,139.762107,Tokyo University,mg-193,Görüntü,image/jpg,eng,https://www.u-tokyo.ac.jp/en/,,https://digitalottomans.github.io/demo/item.html?id=193,mg-193.jpg
State and Economy in the Ottoman Empire,Digital Ottoman Studies,1997-06-29,State and Economy in the Ottoman Empire,Konferans;İktisat;Devlet,"Japonya,Tokyo;Tokyo University",35.71273844,139.762107,Tokyo University,mg-194,Görüntü,image/jpg,eng,https://www.u-tokyo.ac.jp/en/,,https://digitalottomans.github.io/demo/item.html?id=194,mg-194.jpg
Balkanlarda Osmanlı Varlığı,Digital Ottoman Studies,2007-12-17,Balkanlarda Osmanlı Varlığı,Konferans;Bölgeler;Balkanlar,Üsküp,42.00542024,21.43451218,Üsküp’te İstanbul Günleri,mg-195,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=195,mg-195.jpg
Main Trends in the Ottoman Economy in the Eighteenth Century,Digital Ottoman Studies,1990-11,Main Trends in the Ottoman Economy in the Eighteenth Century,Konferans;İktisat;Yüzyıllar;18.Yy,"ABD,Cambridge,MA;Harvard University",42.37685956,-71.11670659,Harvard University,mg-196,Görüntü,image/jpg,eng,https://www.harvard.edu,,https://digitalottomans.github.io/demo/item.html?id=196,mg-196.jpg
Main Trends in the Ottoman Economy in the Eighteenth Century,Digital Ottoman Studies,1990-11,Main Trends in the Ottoman Economy in the Eighteenth Century,Konferans;İktisat;Yüzyıllar;18.Yy,"ABD,New York;Columbia University",40.68361921,-73.88280447,Columbia University,mg-197,Görüntü,image/jpg,eng,https://www.columbia.edu,,https://digitalottomans.github.io/demo/item.html?id=197,mg-197.jpg
Osmanlı Bütçelerinin Yapısal Özellikleri,Digital Ottoman Studies,2006-11-15,Osmanlı Bütçelerinin Yapısal Özellikleri,Konferans;İktisat;Bütçe,"Almanya,Münih;Ludwig Maximilian University of Munich",48.15189272,11.57980995,Ludwig Maximilian University of Munich,mg-198,Görüntü,image/jpg,tr,https://www.lmu.de/en/,,https://digitalottomans.github.io/demo/item.html?id=198,mg-198.jpg
İktisat Tarihinin İktisat ve Tarih Disiplinleri Arasındaki Konumu ,Digital Ottoman Studies,2010-06-24,İktisat Tarihinin İktisat ve Tarih Disiplinleri Arasındaki Konumu ,Konferans;Tarihçilik;İktisat Tarihçiliği,Elazığ,38.67482619,39.22322541,"Açılış Tebliği, II. Türk İktisat Tarihi Kongresi",mg-199,Görüntü,image/jpg,tr,http://www.titap.org,,https://digitalottomans.github.io/demo/item.html?id=199,mg-199.jpg
İktisat Tarihinin İktisat ve Tarih Disiplinleri Arasındaki Konumu ,Digital Ottoman Studies,2010-06-24,İktisat Tarihinin İktisat ve Tarih Disiplinleri Arasındaki Konumu ,Konferans;Tarihçilik;İktisat Tarihçiliği,Elazığ,38.67482619,39.22322541,"Sempozyumu Değerlendirme Konuşması, II. Türk İktisat Tarihi Kongresi",mg-200,Görüntü,image/jpg,tr,http://www.titap.org,,https://digitalottomans.github.io/demo/item.html?id=200,mg-200.jpg
Osmanlı Bürokrasisi ve İmparatorluk Ölçüsünde İletişim Ağı,Digital Ottoman Studies,2004-05-17,Osmanlı Bürokrasisi ve İmparatorluk Ölçüsünde İletişim Ağı,Konferans;Devlet;Bürokrasi;İletişim,"Kırgızistan,Bişkek;Kırgızistan-Türkiye Manas Üniversitesi",42.83535161,74.57525069,Mytilini kai Kydonies: Mia Amphidromi schesi sto Voreioanatoliko Aigaio,mg-201,Görüntü,image/jpg,tr,http://www.manas.edu.kg,,https://digitalottomans.github.io/demo/item.html?id=201,mg-201.jpg
Olive Oil Production Trends in Eighteenth and Nineteenth Centuries in Mitilini,Digital Ottoman Studies,2003-10-03,Olive Oil Production Trends in Eighteenth and Nineteenth Centuries in Mitilini,Konferans;İktisat;Sanayii;Zeytinyağı;Yüzyıllar;Şehirler;Mitilini;18.Yy;19.Yy,"Yunanistan,Midilli",39.10144444,26.55148142,,mg-202,Görüntü,image/jpg,eng,,,https://digitalottomans.github.io/demo/item.html?id=202,mg-202.jpg
Relation Between Ottoman Economic Structure and State Policy,Digital Ottoman Studies,1991-12-03,Relation Between Ottoman Economic Structure and State Policy,Konferans;İktisat;İktisadi Yapı;Devlet,"Yunanistan,Atina",38.03419954,23.74015979,National Secientific Foundation,mg-203,Görüntü,image/jpg,eng,,,https://digitalottomans.github.io/demo/item.html?id=203,mg-203.jpg
18. Yüzyılda Osmanlı Dış Ticaretinde Değişme Eğilimleri,Digital Ottoman Studies,2013-07-27,18. Yüzyılda Osmanlı Dış Ticaretinde Değişme Eğilimleri,Konferans;Ticaret;İhracat;Yüzyıllar;18.Yy,Yalova;Yalova Üniversitesi,40.65277996,29.26981038,"Yalova Üniversitesi, Osmanlı Sosyal ve Ekonomik Tarihi Kongresi I",mg-204,Görüntü,image/jpg,tr,https://www.yalova.edu.tr,,https://digitalottomans.github.io/demo/item.html?id=204,mg-204.jpg
Sources Ottomanes sur le Commerce Intérieur et Exteriéur des Ports de la Mediterranée Orientale,Digital Ottoman Studies,1991-11-29,Sources Ottomanes sur le Commerce Intérieur et Exteriéur des Ports de la Mediterranée Orientale,Konferans;Ticaret;İç Ticaret;İhracat;Tarihçilik;Kaynaklar;Arşiv;Bölgeler;Doğu Akdeniz,Fransa;CNRS;L&#39;Université d&#39;Aix-Marseille,46.66264567,2.237142037,"CNRS, L&#39;Université d&#39;Aix-Marseille, Echanges Maritimes et Contacts Eocio-economiques en Mediterranée et Mers Proches",mg-205,Görüntü,image/jpg,fr,,,https://digitalottomans.github.io/demo/item.html?id=205,mg-205.jpg
Osmanlı Arşiv Kaynaklarına Göre Hocabey’in (Odessa) Kuruluşu,Digital Ottoman Studies,2013-04-18,Osmanlı Arşiv Kaynaklarına Göre Hocabey’in (Odessa) Kuruluşu,Konferans;Tarihçilik;Kaynaklar;Arşiv;Şehirler;Odessa;Hocabey,Ukrayna,49.01577033,31.09826854,,mg-206,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=206,mg-206.jpg
Ottoman Industry in the Eighteenth Century,Digital Ottoman Studies,1990-11,Ottoman Industry in the Eighteenth Century,Konferans;İktisat;Sanayi;Yüzyıllar;18.Yy,"ABD,Binghamton;State University of New York",42.0895226,-75.9693594,"State University of New York, Binghamton, International Conference on Manifacturing in the Ottoman Empire and Turkey 1500-1900",mg-207,Görüntü,image/jpg,eng,https://www.binghamton.edu,,https://digitalottomans.github.io/demo/item.html?id=207,mg-207.jpg
18. Yüzyılda Karadeniz Bölgesinde Ticari İlişkilerin Yapısı,Digital Ottoman Studies,1990-10,18. Yüzyılda Karadeniz Bölgesinde Ticari İlişkilerin Yapısı,Konferans;Ticaret;Bölgeler;Karadeniz;Yüzyıllar;18.Yy,"Ukrayna,Kiev",50.54203836,30.51845355,,mg-208,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=208,mg-208.jpg
Tecrübe Konuşuyor,Digital Ottoman Studies,2015-02,Tecrübe Konuşuyor,Röportaj;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,Yedikıta Dergisi 78: 60-66,mg-209,Döküman,application/pdf,tr,https://yedikita.com.tr/hakikati-arayan-insanlara-cok-ihtiyac-var/,,https://digitalottomans.github.io/demo/item.html?id=209,mg-209.pdf
Tevazuyu Hakikati Ararken Öğrendim,Digital Ottoman Studies,2012-05-27,Tevazuyu Hakikati Ararken Öğrendim,Röportaj;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,Yeni Şafak Gazetesi,mg-210,Görüntü,image/jpg,tr,https://www.yenisafak.com/yenisafakpazar/tevazuyu-hakikati-ararken-ogrendim-385430,,https://digitalottomans.github.io/demo/item.html?id=210,mg-210.jpg
Osmanlı Dünyasında Bayramların Fonksiyonu,Digital Ottoman Studies,1996-05-02,Osmanlı Dünyasında Bayramların Fonksiyonu,Röportaj;Toplum;Bayram,İstanbul,41.1292562,28.88335172,Kanal TV 7,mg-211,Görüntü,image/jpg,tr,https://www.kanal7.com/canli-izle,,https://digitalottomans.github.io/demo/item.html?id=211,mg-211.jpg
Röportaj,Digital Ottoman Studies,2013,Röportaj,Röportaj;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,Derin Tarih,mg-212,Görüntü,image/jpg,tr,https://www.derintarih.com,,https://digitalottomans.github.io/demo/item.html?id=212,mg-212.jpg
"Mehmet Genç &#39;Mesele bulmacayı çözmekti, ünvan değil&#39;",Digital Ottoman Studies,2013-07-21,Röportaj,Röportaj;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,Star Gazetesi,mg-213,Görüntü,image/jpg,tr,https://www.star.com.tr/pazar/mehmet-genc-mesele-bulmacayi-cozmekti-unvan-degil-haber-774102/%20(?),,https://digitalottomans.github.io/demo/item.html?id=213,mg-213.jpg
Devletin Bekasında İktisadın Yeri Ne?,Digital Ottoman Studies,2019-02-24,Devletin Bekasında İktisadın Yeri Ne?,Röportaj;Kişiler;Mehmet Genç;İktisat,İstanbul,41.1292562,28.88335172,"Büyük Sorular Programı, Habertürk TV ",mg-214,Görüntü,image/jpg,tr,https://www.haberturk.com/canliyayin,,https://digitalottomans.github.io/demo/item.html?id=214,mg-214.jpg
Mehmet Genç’le Yapılan Bir Röportaj,Digital Ottoman Studies,,Mehmet Genç’le Yapılan Bir Röportaj,Röportaj;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,İslam Ekonomisi: Talim ve Tedrik Merkezi,mg-215,Döküman,application/pdf,tr,https://islamekonomisi.org/osmanli-iktisadi-ve-ilkeleri/,,https://digitalottomans.github.io/demo/item.html?id=215,mg-215.pdf
Tarihimizde Ticaret Ahlakının Kurumsal Gelişimi: Osmanlı’da Esnaf Teşkilatları,Digital Ottoman Studies,2011,Tarihimizde Ticaret Ahlakının Kurumsal Gelişimi: Osmanlı’da Esnaf Teşkilatları,Söyleşi;Ticaret;Ticaret Ahlakı;Esnaf,İstanbul,41.1292562,28.88335172,"Kırmızı Beyaz Hayat Kültür Dergisi, 10: 7-13",mg-216,Döküman,application/pdf,tr,http://www.kirmizibeyaz.com/tarihimizde-ticaret-ahlakinin-kurumsal-gelisimi-osmanlida-esnaf-teskilatlari/,,https://digitalottomans.github.io/demo/item.html?id=216,mg-216.pdf
Osmanlı&#39;da Devlet ve Ekonomi,Digital Ottoman Studies,2011-06-01,Osmanlı&#39;da Devlet ve Ekonomi,Söyleşi;Kişiler;Mehmet Genç;İktisat;Devlet,Bilecik,40.16948736,29.9890625,,mg-217,Görüntü,image/jpg,tr,https://www.youtube.com/watch?v=scUnRAaAPOM,,https://digitalottomans.github.io/demo/item.html?id=217,mg-217.jpg
İslami Finans Kurumlarının Osmanlı Kökenleri,Digital Ottoman Studies,2013-06-22,İslami Finans Kurumlarının Osmanlı Kökenleri,Söyleşi;Kişiler;Mehmet Genç;İktisat;İslami Finans,"İstanbul,Mecidiyeköy;İstanbul Bilimler Akademisi Vakfı",41.06736567,28.9999182,"İstanbul Bilimler Akademisi Vakfı, Murat Çizakça ile birlikte, Bab-ı Tarih Sohbetleri",mg-218,Görüntü,image/jpg,tr,http://www.ibav.org,,https://digitalottomans.github.io/demo/item.html?id=218,mg-218.jpg
"Osmanlı İktisadi Kurumları: Vakıflar ve Para Vakıfları, Vergi Sistemi ve Dış Ticaret",Digital Ottoman Studies,2013,"Osmanlı İktisadi Kurumları: Vakıflar ve Para Vakıfları, Vergi Sistemi ve Dış Ticaret",Söyleşi;Kişiler;Mehmet Genç;İktisat;Kurumlar;Maliye;Vergi;Ticaret;İhracat;Toplum;Vakıflar;Para Vakfı,"İstanbul,Mecidiyeköy;İstanbul Bilimler Akademisi Vakfı",41.06736567,28.9999182,"İstanbul Bilimler Akademisi Vakfı, Murat Çizakça ile birlikte, Bab-ı Tarih Sohbetleri",mg-219,Görüntü,image/jpg,tr,http://www.ibav.org,,https://digitalottomans.github.io/demo/item.html?id=219,mg-219.jpg
Mehmet Genç ile Osmanlı’da Ekonomi,Digital Ottoman Studies,2013-04-09,Mehmet Genç ile Osmanlı’da Ekonomi,Söyleşi;Kişiler;Mehmet Genç;İktisat,"Kocaeli,İzmit;Kocaeli Büyükşehir Belediyesi;Türkiye Dil ve Edebiyat Derneği Kocaeli Şubesi ",40.76107771,29.93413119,"Kocaeli Büyükşehir Belediyesi, Türkiye Dil ve Edebiyat Derneği Kocaeli Şubesi ",mg-220,Görüntü,image/jpg,tr,https://www.kocaeli.bel.tr/tr/main/news/haberler/3/mehmet-genc-ile-osmanlida-ekonomi/19530,,https://digitalottomans.github.io/demo/item.html?id=220,mg-220.jpg
Mehmet Genç İle Söyleşi,Digital Ottoman Studies,2015,Mehmet Genç İle Söyleşi,Söyleşi;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,Sabah Ülkesi: Kültür-sanat ve Felsefe Dergisi,mg-221,Görüntü,image/jpg,tr,https://www.sabahulkesi.com/2015/08/06/mehmet-genç-ile-söyleşi/,,https://digitalottomans.github.io/demo/item.html?id=221,mg-221.jpg
Osmanlı İktisadi Sistem,Digital Ottoman Studies,2017-12-02,Osmanlı İktisadi Sistem,Söyleşi;Kişiler;Mehmet Genç;İktisat;İktisadi Sistem,İstanbul,41.1292562,28.88335172,Turing,mg-222,Görüntü,image/jpg,tr,https://www.youtube.com/watch?v=7C3CR7Arvyg,,https://digitalottomans.github.io/demo/item.html?id=222,mg-222.jpg
Mehmet Genç İle Türk Tarihçiliği,Digital Ottoman Studies,2017-01-29,Mehmet Genç İle Türk Tarihçiliği,Söyleşi;Kişiler;Mehmet Genç;Tarihçilik;Türk Tarihçiliği,İstanbul,41.1292562,28.88335172,Sancaktepe Kültür Sanat,mg-223,Görüntü,image/jpg,tr,https://www.youtube.com/watch?v=aKO07ont-aQ,,https://digitalottomans.github.io/demo/item.html?id=223,mg-223.jpg
Osmanlı&#39;da İktisat Kültürü,Digital Ottoman Studies,2017,Osmanlı&#39;da İktisat Kültürü,Söyleşi;Kişiler;Mehmet Genç;İktisat;İktisadi Düşünce,"İstanbul,Üsküdar;Mavera Eğitim ve Sağlık Vakfı",41.02069033,29.07188532,Mavera Eğitim ve Sağlık Vakfı,mg-224,Görüntü,image/jpg,tr,https://www.youtube.com/watch?v=7FePAARZ-Fc,,https://digitalottomans.github.io/demo/item.html?id=224,mg-224.jpg
Osmanlı Tarihine İktisadi Bakış,Digital Ottoman Studies,2019-03-02,Osmanlı Tarihine İktisadi Bakış,Söyleşi;Kişiler;Mehmet Genç;İktisat;İktisadi Düşünce,İstanbul,41.1292562,28.88335172,Önder Çarşamba Sohbetleri,mg-225,Görüntü,image/jpg,tr,https://www.onder.org.tr/tr/Haber/carsamba-sohbetleri-hb92a9e,,https://digitalottomans.github.io/demo/item.html?id=225,mg-225.jpg
Mehmet Genç ile Hayatını ve İlim Yolculuğu,Digital Ottoman Studies,2018,Mehmet Genç ile Hayatını ve İlim Yolculuğu,Söyleşi;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,Dünya bizim,mg-226,Görüntü,image/jpg,tr,https://www.dunyabizim.com/soylesi/mehmet-genc-in-hayati-ve-ilim-yolculugu-h28074.html,,https://digitalottomans.github.io/demo/item.html?id=226,mg-226.jpg
Söyleşi,Digital Ottoman Studies,2021,Söyleşi,Söyleşi;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,Dünya bizim,mg-227,Görüntü,image/jpg,tr,https://www.dunyabizim.com/soylesi/mehmet-genc-osmanlilar-toprak-ve-emek-gibi-sermayeyi-de-kontrol-ediyorlar-h835.html,,https://digitalottomans.github.io/demo/item.html?id=227,mg-227.jpg
Artvinli Ünlü Tarihçi Mehmet Genç&#39;le Söyleşi,Digital Ottoman Studies,2021-03-19,Artvinli Ünlü Tarihçi Mehmet Genç&#39;le Söyleşi,Söyleşi;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,Türkiye Yazarlar Birliği,mg-228,Görüntü,image/jpg,tr,https://www.tyb.org.tr/artvinli-unlu-tarihci-mehmet-gencle-soylesi-48477h.htm,,https://digitalottomans.github.io/demo/item.html?id=228,mg-228.jpg
15 Sayfayı 10 Senede Yazdım,Digital Ottoman Studies,2019-02-04,15 Sayfayı 10 Senede Yazdım,Söyleşi;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,"Türk Kahvesi Programı, TVNET",mg-229,Görüntü,image/jpg,tr,https://www.youtube.com/watch?v=7YjxO9Tz0-E&amp;list=WL,,https://digitalottomans.github.io/demo/item.html?id=229,mg-229.jpg
Dr. Mehmet Genç ile Söyleşi,Digital Ottoman Studies,2020-09-04,Dr. Mehmet Genç ile Söyleşi,Söyleşi;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,,mg-230,Görüntü,image/jpg,tr,https://www.dunyabulteni.net/genel-degerlendirme/dr-mehmet-genc-ile-soylesi-ayse-bohurler-h476966.html,,https://digitalottomans.github.io/demo/item.html?id=230,mg-230.jpg
Veyis Ateş ile Büyük Sorular Programı ,Digital Ottoman Studies,2019-02-24,Veyis Ateş ile Büyük Sorular Programı ,TV Programı;Tarihçilik;İktisat,İstanbul,41.1292562,28.88335172,Habertürk,mg-231,Video,video/mp4,tr,https://www.youtube.com/watch?v=0cah5mQjkmY,,https://digitalottomans.github.io/demo/item.html?id=231,mg-231.mp4
Ayşe Böhürler ile Türk Kahvesi Programı,Digital Ottoman Studies,2019-02-04,Ayşe Böhürler ile Türk Kahvesi Programı,TV Programı,İstanbul,41.1292562,28.88335172,TVNET,mg-232,Video,video/mp4,tr,https://www.youtube.com/watch?v=7YjxO9Tz0-E&amp;list=PLAMl0yExTrnp6RhzJ2lj75pinf7quEzmJ&amp;index=96,,https://digitalottomans.github.io/demo/item.html?id=232,mg-232.mp4
